target_id,model_name,run_name,mutant_id,killed,n_killing_tests,eligible_test_count,trivial
jacksonxml_1f__findRootName__line63_91,qwen2.5-coder:14b,batch06__JacksonXml_1__findRootName__jacksonxml_1f_findRootName_line63,m06,1,3,69,False
jacksonxml_1f__findRootName__line63_91,qwen2.5-coder:14b,batch06__JacksonXml_1__findRootName__jacksonxml_1f_findRootName_line63,m07,1,53,69,False
jacksonxml_1f__findRootName__line63_91,qwen2.5-coder:14b,batch06__JacksonXml_1__findRootName__jacksonxml_1f_findRootName_line63,m08,1,13,69,False
jacksonxml_1f_hasXMLFormat__line682_770,qwen2.5-coder:14b,batch06__JacksonXml_1__hasXMLFormat__jacksonxml_1f_hasXMLFormat_line682,m01,1,1,8,False
jacksonxml_1f_hasXMLFormat__line682_770,qwen2.5-coder:14b,batch06__JacksonXml_1__hasXMLFormat__jacksonxml_1f_hasXMLFormat_line682,m02,0,0,8,n/a
jacksonxml_1f_hasXMLFormat__line682_770,qwen2.5-coder:14b,batch06__JacksonXml_1__hasXMLFormat__jacksonxml_1f_hasXMLFormat_line682,m03,0,0,8,n/a
jacksonxml_1f_hasXMLFormat__line682_770,qwen2.5-coder:14b,batch06__JacksonXml_1__hasXMLFormat__jacksonxml_1f_hasXMLFormat_line682,m04,1,1,8,False
jacksonxml_1f_hasXMLFormat__line682_770,qwen2.5-coder:14b,batch06__JacksonXml_1__hasXMLFormat__jacksonxml_1f_hasXMLFormat_line682,m05,1,2,8,False
jacksonxml_1f_hasXMLFormat__line682_770,qwen2.5-coder:14b,batch06__JacksonXml_1__hasXMLFormat__jacksonxml_1f_hasXMLFormat_line682,m06,0,0,8,n/a
jacksonxml_1f_hasXMLFormat__line682_770,qwen2.5-coder:14b,batch06__JacksonXml_1__hasXMLFormat__jacksonxml_1f_hasXMLFormat_line682,m07,1,1,8,False
jacksonxml_1f_hasXMLFormat__line682_770,qwen2.5-coder:14b,batch06__JacksonXml_1__hasXMLFormat__jacksonxml_1f_hasXMLFormat_line682,m08,1,1,8,False
jacksonxml_1f_nextTextValue__line594_688,qwen2.5-coder:14b,batch06__JacksonXml_1__nextTextValue__jacksonxml_1f_nextTextValue_line594,m01,1,4,4,True
jacksonxml_1f_nextTextValue__line594_688,qwen2.5-coder:14b,batch06__JacksonXml_1__nextTextValue__jacksonxml_1f_nextTextValue_line594,m02,0,0,4,n/a
jacksonxml_1f_nextTextValue__line594_688,qwen2.5-coder:14b,batch06__JacksonXml_1__nextTextValue__jacksonxml_1f_nextTextValue_line594,m03,0,0,4,n/a
jacksonxml_1f_nextTextValue__line594_688,qwen2.5-coder:14b,batch06__JacksonXml_1__nextTextValue__jacksonxml_1f_nextTextValue_line594,m04,0,0,4,n/a
jacksonxml_1f_nextTextValue__line594_688,qwen2.5-coder:14b,batch06__JacksonXml_1__nextTextValue__jacksonxml_1f_nextTextValue_line594,m05,0,0,4,n/a
jacksonxml_1f_nextTextValue__line594_688,qwen2.5-coder:14b,batch06__JacksonXml_1__nextTextValue__jacksonxml_1f_nextTextValue_line594,m06,1,3,4,False
jacksonxml_1f_nextTextValue__line594_688,qwen2.5-coder:14b,batch06__JacksonXml_1__nextTextValue__jacksonxml_1f_nextTextValue_line594,m07,0,0,4,n/a
jacksonxml_1f_nextTextValue__line594_688,qwen2.5-coder:14b,batch06__JacksonXml_1__nextTextValue__jacksonxml_1f_nextTextValue_line594,m08,0,0,4,n/a
jacksonxml_1f__next__line303_348,qwen2.5-coder:14b,batch06__JacksonXml_1__next__jacksonxml_1f_next_line303,m01,1,22,79,False
jacksonxml_1f__next__line303_348,qwen2.5-coder:14b,batch06__JacksonXml_1__next__jacksonxml_1f_next_line303,m02,1,30,79,False
jacksonxml_1f__next__line303_348,qwen2.5-coder:14b,batch06__JacksonXml_1__next__jacksonxml_1f_next_line303,m03,1,75,79,False
jacksonxml_1f__next__line303_348,qwen2.5-coder:14b,batch06__JacksonXml_1__next__jacksonxml_1f_next_line303,m04,1,50,79,False
jacksonxml_1f__next__line303_348,qwen2.5-coder:14b,batch06__JacksonXml_1__next__jacksonxml_1f_next_line303,m05,0,0,79,n/a
jacksonxml_1f__next__line303_348,qwen2.5-coder:14b,batch06__JacksonXml_1__next__jacksonxml_1f_next_line303,m06,0,0,79,n/a
jacksonxml_1f__next__line303_348,qwen2.5-coder:14b,batch06__JacksonXml_1__next__jacksonxml_1f_next_line303,m07,0,0,79,n/a
jacksonxml_1f__next__line303_348,qwen2.5-coder:14b,batch06__JacksonXml_1__next__jacksonxml_1f_next_line303,m08,1,7,79,False
jacksonxml_1f_sanitizeXmlTypeName__line32_71,qwen2.5-coder:14b,batch06__JacksonXml_1__sanitizeXmlTypeName__jacksonxml_1f_sanitizeXmlTypeName_line32,m01,0,0,55,n/a
jacksonxml_1f_sanitizeXmlTypeName__line32_71,qwen2.5-coder:14b,batch06__JacksonXml_1__sanitizeXmlTypeName__jacksonxml_1f_sanitizeXmlTypeName_line32,m02,0,0,55,n/a
jacksonxml_1f_sanitizeXmlTypeName__line32_71,qwen2.5-coder:14b,batch06__JacksonXml_1__sanitizeXmlTypeName__jacksonxml_1f_sanitizeXmlTypeName_line32,m03,0,0,55,n/a
jacksonxml_1f_sanitizeXmlTypeName__line32_71,qwen2.5-coder:14b,batch06__JacksonXml_1__sanitizeXmlTypeName__jacksonxml_1f_sanitizeXmlTypeName_line32,m04,1,9,55,False
jacksonxml_1f_sanitizeXmlTypeName__line32_71,qwen2.5-coder:14b,batch06__JacksonXml_1__sanitizeXmlTypeName__jacksonxml_1f_sanitizeXmlTypeName_line32,m05,0,0,55,n/a
jacksonxml_1f_sanitizeXmlTypeName__line32_71,qwen2.5-coder:14b,batch06__JacksonXml_1__sanitizeXmlTypeName__jacksonxml_1f_sanitizeXmlTypeName_line32,m06,0,0,55,n/a
jacksonxml_1f_sanitizeXmlTypeName__line32_71,qwen2.5-coder:14b,batch06__JacksonXml_1__sanitizeXmlTypeName__jacksonxml_1f_sanitizeXmlTypeName_line32,m07,0,0,55,n/a
jacksonxml_1f_sanitizeXmlTypeName__line32_71,qwen2.5-coder:14b,batch06__JacksonXml_1__sanitizeXmlTypeName__jacksonxml_1f_sanitizeXmlTypeName_line32,m08,1,2,55,False
jacksonxml_1f_updateProperties__line31_78,qwen2.5-coder:14b,batch06__JacksonXml_1__updateProperties__jacksonxml_1f_updateProperties_line31,m01,1,10,66,False
jacksonxml_1f_updateProperties__line31_78,qwen2.5-coder:14b,batch06__JacksonXml_1__updateProperties__jacksonxml_1f_updateProperties_line31,m03,1,10,66,False
jacksonxml_1f_updateProperties__line31_78,qwen2.5-coder:14b,batch06__JacksonXml_1__updateProperties__jacksonxml_1f_updateProperties_line31,m04,0,0,66,n/a
jacksonxml_1f_updateProperties__line31_78,qwen2.5-coder:14b,batch06__JacksonXml_1__updateProperties__jacksonxml_1f_updateProperties_line31,m05,1,1,66,False
jacksonxml_1f_updateProperties__line31_78,qwen2.5-coder:14b,batch06__JacksonXml_1__updateProperties__jacksonxml_1f_updateProperties_line31,m07,0,0,66,n/a
jacksonxml_1f_updateProperties__line31_78,qwen2.5-coder:14b,batch06__JacksonXml_1__updateProperties__jacksonxml_1f_updateProperties_line31,m08,0,0,66,n/a
jacksonxml_2f_writeString__line560_595,qwen2.5-coder:14b,batch06__JacksonXml_2__writeString__jacksonxml_2f_writeString_line560,m01,0,0,64,n/a
jacksonxml_2f_writeString__line560_595,qwen2.5-coder:14b,batch06__JacksonXml_2__writeString__jacksonxml_2f_writeString_line560,m02,1,21,64,False
jacksonxml_2f_writeString__line560_595,qwen2.5-coder:14b,batch06__JacksonXml_2__writeString__jacksonxml_2f_writeString_line560,m03,0,0,64,n/a
jacksonxml_2f_writeString__line560_595,qwen2.5-coder:14b,batch06__JacksonXml_2__writeString__jacksonxml_2f_writeString_line560,m05,1,39,64,False
jacksonxml_2f_writeString__line560_595,qwen2.5-coder:14b,batch06__JacksonXml_2__writeString__jacksonxml_2f_writeString_line560,m06,1,2,64,False
jacksonxml_2f_writeString__line560_595,qwen2.5-coder:14b,batch06__JacksonXml_2__writeString__jacksonxml_2f_writeString_line560,m07,0,0,64,n/a
jacksonxml_2f_writeString__line560_595,qwen2.5-coder:14b,batch06__JacksonXml_2__writeString__jacksonxml_2f_writeString_line560,m08,1,19,64,False
jsoup_12f_parseAttribute__line183_214,qwen2.5-coder:14b,batch06__Jsoup_12__parseAttribute__jsoup_12f_parseAttribute_line183,m01,0,0,129,n/a
jsoup_12f_parseAttribute__line183_214,qwen2.5-coder:14b,batch06__Jsoup_12__parseAttribute__jsoup_12f_parseAttribute_line183,m02,1,113,129,False
jsoup_12f_parseAttribute__line183_214,qwen2.5-coder:14b,batch06__Jsoup_12__parseAttribute__jsoup_12f_parseAttribute_line183,m03,1,6,129,False
jsoup_12f_parseAttribute__line183_214,qwen2.5-coder:14b,batch06__Jsoup_12__parseAttribute__jsoup_12f_parseAttribute_line183,m04,1,111,129,False
jsoup_12f_parseAttribute__line183_214,qwen2.5-coder:14b,batch06__Jsoup_12__parseAttribute__jsoup_12f_parseAttribute_line183,m05,1,3,129,False
jsoup_12f_parseAttribute__line183_214,qwen2.5-coder:14b,batch06__Jsoup_12__parseAttribute__jsoup_12f_parseAttribute_line183,m06,1,24,129,False
jsoup_12f_parseAttribute__line183_214,qwen2.5-coder:14b,batch06__Jsoup_12__parseAttribute__jsoup_12f_parseAttribute_line183,m07,1,105,129,False
jsoup_13f_byAttribute__line177_209,qwen2.5-coder:14b,batch06__Jsoup_13__byAttribute__jsoup_13f_byAttribute_line177,m01,0,0,21,n/a
jsoup_13f_byAttribute__line177_209,qwen2.5-coder:14b,batch06__Jsoup_13__byAttribute__jsoup_13f_byAttribute_line177,m02,1,13,21,False
jsoup_13f_byAttribute__line177_209,qwen2.5-coder:14b,batch06__Jsoup_13__byAttribute__jsoup_13f_byAttribute_line177,m07,0,0,21,n/a
jsoup_13f_findElements__line120_152,qwen2.5-coder:14b,batch06__Jsoup_13__findElements__jsoup_13f_findElements_line120,m01,1,15,136,False
jsoup_13f_findElements__line120_152,qwen2.5-coder:14b,batch06__Jsoup_13__findElements__jsoup_13f_findElements_line120,m02,1,18,136,False
jsoup_13f_findElements__line120_152,qwen2.5-coder:14b,batch06__Jsoup_13__findElements__jsoup_13f_findElements_line120,m03,1,6,136,False
jsoup_13f_findElements__line120_152,qwen2.5-coder:14b,batch06__Jsoup_13__findElements__jsoup_13f_findElements_line120,m04,1,2,136,False
jsoup_13f_findElements__line120_152,qwen2.5-coder:14b,batch06__Jsoup_13__findElements__jsoup_13f_findElements_line120,m05,1,3,136,False
jsoup_13f_findElements__line120_152,qwen2.5-coder:14b,batch06__Jsoup_13__findElements__jsoup_13f_findElements_line120,m06,1,1,136,False
jsoup_13f_findElements__line120_152,qwen2.5-coder:14b,batch06__Jsoup_13__findElements__jsoup_13f_findElements_line120,m07,1,1,136,False
jsoup_13f_findElements__line120_152,qwen2.5-coder:14b,batch06__Jsoup_13__findElements__jsoup_13f_findElements_line120,m08,1,1,136,False
jsoup_1f_canContain__line67_99,qwen2.5-coder:14b,batch06__Jsoup_1__canContain__jsoup_1f_canContain_line67,m01,1,59,128,False
jsoup_1f_canContain__line67_99,qwen2.5-coder:14b,batch06__Jsoup_1__canContain__jsoup_1f_canContain_line67,m02,1,127,128,False
jsoup_1f_canContain__line67_99,qwen2.5-coder:14b,batch06__Jsoup_1__canContain__jsoup_1f_canContain_line67,m03,1,127,128,False
jsoup_1f_canContain__line67_99,qwen2.5-coder:14b,batch06__Jsoup_1__canContain__jsoup_1f_canContain_line67,m04,1,1,128,False
jsoup_1f_canContain__line67_99,qwen2.5-coder:14b,batch06__Jsoup_1__canContain__jsoup_1f_canContain_line67,m05,1,1,128,False
jsoup_1f_canContain__line67_99,qwen2.5-coder:14b,batch06__Jsoup_1__canContain__jsoup_1f_canContain_line67,m06,1,1,128,False
jsoup_1f_canContain__line67_99,qwen2.5-coder:14b,batch06__Jsoup_1__canContain__jsoup_1f_canContain_line67,m07,1,127,128,False
jsoup_20f_resetInsertionMode__line351_399,qwen2.5-coder:14b,batch06__Jsoup_20__resetInsertionMode__jsoup_20f_resetInsertionMode_line351,m01,1,36,52,False
jsoup_20f_resetInsertionMode__line351_399,qwen2.5-coder:14b,batch06__Jsoup_20__resetInsertionMode__jsoup_20f_resetInsertionMode_line351,m02,0,0,52,n/a
jsoup_20f_resetInsertionMode__line351_399,qwen2.5-coder:14b,batch06__Jsoup_20__resetInsertionMode__jsoup_20f_resetInsertionMode_line351,m03,1,1,52,False
jsoup_20f_resetInsertionMode__line351_399,qwen2.5-coder:14b,batch06__Jsoup_20__resetInsertionMode__jsoup_20f_resetInsertionMode_line351,m04,0,0,52,n/a
jsoup_20f_resetInsertionMode__line351_399,qwen2.5-coder:14b,batch06__Jsoup_20__resetInsertionMode__jsoup_20f_resetInsertionMode_line351,m05,1,2,52,False
jsoup_20f_resetInsertionMode__line351_399,qwen2.5-coder:14b,batch06__Jsoup_20__resetInsertionMode__jsoup_20f_resetInsertionMode_line351,m06,0,0,52,n/a
jsoup_20f_resetInsertionMode__line351_399,qwen2.5-coder:14b,batch06__Jsoup_20__resetInsertionMode__jsoup_20f_resetInsertionMode_line351,m07,0,0,52,n/a
jsoup_20f_resetInsertionMode__line351_399,qwen2.5-coder:14b,batch06__Jsoup_20__resetInsertionMode__jsoup_20f_resetInsertionMode_line351,m08,1,15,52,False
jsoup_33f_cssNthChild__line277_308,qwen2.5-coder:14b,batch06__Jsoup_33__cssNthChild__jsoup_33f_cssNthChild_line277,m01,1,4,8,False
jsoup_33f_cssNthChild__line277_308,qwen2.5-coder:14b,batch06__Jsoup_33__cssNthChild__jsoup_33f_cssNthChild_line277,m02,1,4,8,False
jsoup_33f_cssNthChild__line277_308,qwen2.5-coder:14b,batch06__Jsoup_33__cssNthChild__jsoup_33f_cssNthChild_line277,m03,0,0,8,n/a
jsoup_33f_cssNthChild__line277_308,qwen2.5-coder:14b,batch06__Jsoup_33__cssNthChild__jsoup_33f_cssNthChild_line277,m04,1,4,8,False
jsoup_33f_cssNthChild__line277_308,qwen2.5-coder:14b,batch06__Jsoup_33__cssNthChild__jsoup_33f_cssNthChild_line277,m05,1,8,8,False
jsoup_33f_cssNthChild__line277_308,qwen2.5-coder:14b,batch06__Jsoup_33__cssNthChild__jsoup_33f_cssNthChild_line277,m06,1,8,8,False
jsoup_33f_cssNthChild__line277_308,qwen2.5-coder:14b,batch06__Jsoup_33__cssNthChild__jsoup_33f_cssNthChild_line277,m07,1,2,8,False
jsoup_33f_cssNthChild__line277_308,qwen2.5-coder:14b,batch06__Jsoup_33__cssNthChild__jsoup_33f_cssNthChild_line277,m08,1,2,8,False
jsoup_66f_filter__line81_125,qwen2.5-coder:14b,batch06__Jsoup_66__filter__jsoup_66f_filter_line81,m01,0,0,8,n/a
jsoup_66f_filter__line81_125,qwen2.5-coder:14b,batch06__Jsoup_66__filter__jsoup_66f_filter_line81,m02,1,8,8,False
jsoup_66f_filter__line81_125,qwen2.5-coder:14b,batch06__Jsoup_66__filter__jsoup_66f_filter_line81,m03,1,6,8,False
jsoup_66f_filter__line81_125,qwen2.5-coder:14b,batch06__Jsoup_66__filter__jsoup_66f_filter_line81,m04,0,0,8,n/a
jsoup_66f_filter__line81_125,qwen2.5-coder:14b,batch06__Jsoup_66__filter__jsoup_66f_filter_line81,m05,1,2,8,False
jsoup_66f_filter__line81_125,qwen2.5-coder:14b,batch06__Jsoup_66__filter__jsoup_66f_filter_line81,m06,1,8,8,False
jsoup_66f_filter__line81_125,qwen2.5-coder:14b,batch06__Jsoup_66__filter__jsoup_66f_filter_line81,m07,1,5,8,False
jsoup_66f_filter__line81_125,qwen2.5-coder:14b,batch06__Jsoup_66__filter__jsoup_66f_filter_line81,m08,1,3,8,False
jsoup_67f_parseInputStream__line92_155,qwen2.5-coder:14b,batch06__Jsoup_67__parseInputStream__jsoup_67f_parseInputStream_line92,m02,0,0,38,n/a
jsoup_67f_parseInputStream__line92_155,qwen2.5-coder:14b,batch06__Jsoup_67__parseInputStream__jsoup_67f_parseInputStream_line92,m03,0,0,38,n/a
jsoup_67f_parseInputStream__line92_155,qwen2.5-coder:14b,batch06__Jsoup_67__parseInputStream__jsoup_67f_parseInputStream_line92,m04,0,0,38,n/a
jsoup_67f_parseInputStream__line92_155,qwen2.5-coder:14b,batch06__Jsoup_67__parseInputStream__jsoup_67f_parseInputStream_line92,m05,0,0,38,n/a
jsoup_67f_parseInputStream__line92_155,qwen2.5-coder:14b,batch06__Jsoup_67__parseInputStream__jsoup_67f_parseInputStream_line92,m06,1,2,38,False
jsoup_67f_parseInputStream__line92_155,qwen2.5-coder:14b,batch06__Jsoup_67__parseInputStream__jsoup_67f_parseInputStream_line92,m07,1,1,38,False
jsoup_67f_parseInputStream__line92_155,qwen2.5-coder:14b,batch06__Jsoup_67__parseInputStream__jsoup_67f_parseInputStream_line92,m08,1,4,38,False
jxpath_1f_computeContextDependent__line142_186,qwen2.5-coder:14b,batch06__JxPath_1__computeContextDependent__jxpath_1f_computeContextDependent_line142,m01,0,0,1,n/a
jxpath_1f_computeContextDependent__line142_186,qwen2.5-coder:14b,batch06__JxPath_1__computeContextDependent__jxpath_1f_computeContextDependent_line142,m02,0,0,1,n/a
jxpath_1f_computeContextDependent__line142_186,qwen2.5-coder:14b,batch06__JxPath_1__computeContextDependent__jxpath_1f_computeContextDependent_line142,m03,0,0,1,n/a
jxpath_1f_computeContextDependent__line142_186,qwen2.5-coder:14b,batch06__JxPath_1__computeContextDependent__jxpath_1f_computeContextDependent_line142,m04,0,0,1,n/a
jxpath_1f_computeContextDependent__line142_186,qwen2.5-coder:14b,batch06__JxPath_1__computeContextDependent__jxpath_1f_computeContextDependent_line142,m05,1,1,1,True
jxpath_1f_computeContextDependent__line142_186,qwen2.5-coder:14b,batch06__JxPath_1__computeContextDependent__jxpath_1f_computeContextDependent_line142,m06,0,0,1,n/a
jxpath_1f_computeContextDependent__line142_186,qwen2.5-coder:14b,batch06__JxPath_1__computeContextDependent__jxpath_1f_computeContextDependent_line142,m07,1,1,1,True
jxpath_1f_computeValue__line212_276,qwen2.5-coder:14b,batch06__JxPath_1__computeValue__jxpath_1f_computeValue_line212,m02,0,0,9,n/a
jxpath_1f_computeValue__line212_276,qwen2.5-coder:14b,batch06__JxPath_1__computeValue__jxpath_1f_computeValue_line212,m04,1,2,9,False
jxpath_1f_computeValue__line212_276,qwen2.5-coder:14b,batch06__JxPath_1__computeValue__jxpath_1f_computeValue_line212,m06,1,1,9,False
jxpath_1f_jjMoveStringLiteralDfa0_0__line402_479,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa0_0__jxpath_1f_jjMoveStringLiteralDfa0_0_line402,m01,1,40,136,False
jxpath_1f_jjMoveStringLiteralDfa0_0__line402_479,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa0_0__jxpath_1f_jjMoveStringLiteralDfa0_0_line402,m02,1,14,136,False
jxpath_1f_jjMoveStringLiteralDfa0_0__line402_479,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa0_0__jxpath_1f_jjMoveStringLiteralDfa0_0_line402,m03,1,10,136,False
jxpath_1f_jjMoveStringLiteralDfa0_0__line402_479,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa0_0__jxpath_1f_jjMoveStringLiteralDfa0_0_line402,m04,1,28,136,False
jxpath_1f_jjMoveStringLiteralDfa0_0__line402_479,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa0_0__jxpath_1f_jjMoveStringLiteralDfa0_0_line402,m05,0,0,136,n/a
jxpath_1f_jjMoveStringLiteralDfa0_0__line402_479,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa0_0__jxpath_1f_jjMoveStringLiteralDfa0_0_line402,m06,1,15,136,False
jxpath_1f_jjMoveStringLiteralDfa0_0__line402_479,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa0_0__jxpath_1f_jjMoveStringLiteralDfa0_0_line402,m07,1,3,136,False
jxpath_1f_jjMoveStringLiteralDfa0_0__line402_479,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa0_0__jxpath_1f_jjMoveStringLiteralDfa0_0_line402,m08,1,108,136,False
jxpath_1f_jjMoveStringLiteralDfa1_0__line480_535,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa1_0__jxpath_1f_jjMoveStringLiteralDfa1_0_line480,m01,0,0,127,n/a
jxpath_1f_jjMoveStringLiteralDfa1_0__line480_535,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa1_0__jxpath_1f_jjMoveStringLiteralDfa1_0_line480,m02,1,2,127,False
jxpath_1f_jjMoveStringLiteralDfa1_0__line480_535,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa1_0__jxpath_1f_jjMoveStringLiteralDfa1_0_line480,m03,1,1,127,False
jxpath_1f_jjMoveStringLiteralDfa1_0__line480_535,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa1_0__jxpath_1f_jjMoveStringLiteralDfa1_0_line480,m04,1,1,127,False
jxpath_1f_jjMoveStringLiteralDfa1_0__line480_535,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa1_0__jxpath_1f_jjMoveStringLiteralDfa1_0_line480,m05,1,2,127,False
jxpath_1f_jjMoveStringLiteralDfa1_0__line480_535,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa1_0__jxpath_1f_jjMoveStringLiteralDfa1_0_line480,m06,1,2,127,False
jxpath_1f_jjMoveStringLiteralDfa1_0__line480_535,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa1_0__jxpath_1f_jjMoveStringLiteralDfa1_0_line480,m07,1,3,127,False
jxpath_1f_jjMoveStringLiteralDfa1_0__line480_535,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa1_0__jxpath_1f_jjMoveStringLiteralDfa1_0_line480,m08,1,5,127,False
jxpath_1f_jjMoveStringLiteralDfa2_0__line536_597,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa2_0__jxpath_1f_jjMoveStringLiteralDfa2_0_line536,m01,1,87,117,False
jxpath_1f_jjMoveStringLiteralDfa2_0__line536_597,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa2_0__jxpath_1f_jjMoveStringLiteralDfa2_0_line536,m03,1,2,117,False
jxpath_1f_jjMoveStringLiteralDfa2_0__line536_597,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa2_0__jxpath_1f_jjMoveStringLiteralDfa2_0_line536,m04,1,5,117,False
jxpath_1f_jjMoveStringLiteralDfa2_0__line536_597,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa2_0__jxpath_1f_jjMoveStringLiteralDfa2_0_line536,m05,1,1,117,False
jxpath_1f_jjMoveStringLiteralDfa2_0__line536_597,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa2_0__jxpath_1f_jjMoveStringLiteralDfa2_0_line536,m06,1,2,117,False
jxpath_1f_jjMoveStringLiteralDfa2_0__line536_597,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa2_0__jxpath_1f_jjMoveStringLiteralDfa2_0_line536,m07,1,3,117,False
jxpath_1f_jjMoveStringLiteralDfa2_0__line536_597,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa2_0__jxpath_1f_jjMoveStringLiteralDfa2_0_line536,m08,0,0,117,n/a
jxpath_1f_jjMoveStringLiteralDfa3_0__line598_658,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa3_0__jxpath_1f_jjMoveStringLiteralDfa3_0_line598,m01,1,16,88,False
jxpath_1f_jjMoveStringLiteralDfa3_0__line598_658,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa3_0__jxpath_1f_jjMoveStringLiteralDfa3_0_line598,m02,1,38,88,False
jxpath_1f_jjMoveStringLiteralDfa3_0__line598_658,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa3_0__jxpath_1f_jjMoveStringLiteralDfa3_0_line598,m03,1,1,88,False
jxpath_1f_jjMoveStringLiteralDfa3_0__line598_658,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa3_0__jxpath_1f_jjMoveStringLiteralDfa3_0_line598,m04,1,2,88,False
jxpath_1f_jjMoveStringLiteralDfa3_0__line598_658,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa3_0__jxpath_1f_jjMoveStringLiteralDfa3_0_line598,m05,1,2,88,False
jxpath_1f_jjMoveStringLiteralDfa3_0__line598_658,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa3_0__jxpath_1f_jjMoveStringLiteralDfa3_0_line598,m06,1,1,88,False
jxpath_1f_jjMoveStringLiteralDfa3_0__line598_658,qwen2.5-coder:14b,batch06__JxPath_1__jjMoveStringLiteralDfa3_0__jxpath_1f_jjMoveStringLiteralDfa3_0_line598,m07,1,1,88,False
jxpath_1f_jj_3R_129__line2567_2609,qwen2.5-coder:14b,batch06__JxPath_1__jj_3R_129__jxpath_1f_jj_3R_129_line2567,m01,1,38,47,False
jxpath_1f_jj_3R_129__line2567_2609,qwen2.5-coder:14b,batch06__JxPath_1__jj_3R_129__jxpath_1f_jj_3R_129_line2567,m03,0,0,47,n/a
jxpath_1f_jj_3R_129__line2567_2609,qwen2.5-coder:14b,batch06__JxPath_1__jj_3R_129__jxpath_1f_jj_3R_129_line2567,m04,1,38,47,False
jxpath_1f_jj_3R_129__line2567_2609,qwen2.5-coder:14b,batch06__JxPath_1__jj_3R_129__jxpath_1f_jj_3R_129_line2567,m05,0,0,47,n/a
jxpath_1f_jj_3R_129__line2567_2609,qwen2.5-coder:14b,batch06__JxPath_1__jj_3R_129__jxpath_1f_jj_3R_129_line2567,m06,0,0,47,n/a
jxpath_1f_jj_3R_129__line2567_2609,qwen2.5-coder:14b,batch06__JxPath_1__jj_3R_129__jxpath_1f_jj_3R_129_line2567,m07,1,38,47,False
jxpath_1f_jj_3R_129__line2567_2609,qwen2.5-coder:14b,batch06__JxPath_1__jj_3R_129__jxpath_1f_jj_3R_129_line2567,m08,0,0,47,n/a
jxpath_1f_jj_3R_18__line1897_1990,qwen2.5-coder:14b,batch06__JxPath_1__jj_3R_18__jxpath_1f_jj_3R_18_line1897,m02,0,0,88,n/a
jxpath_1f_jj_3R_18__line1897_1990,qwen2.5-coder:14b,batch06__JxPath_1__jj_3R_18__jxpath_1f_jj_3R_18_line1897,m03,1,2,88,False
jxpath_1f_jj_3R_18__line1897_1990,qwen2.5-coder:14b,batch06__JxPath_1__jj_3R_18__jxpath_1f_jj_3R_18_line1897,m04,1,11,88,False
jxpath_1f_jj_3R_18__line1897_1990,qwen2.5-coder:14b,batch06__JxPath_1__jj_3R_18__jxpath_1f_jj_3R_18_line1897,m06,1,9,88,False
jxpath_1f_jj_3R_18__line1897_1990,qwen2.5-coder:14b,batch06__JxPath_1__jj_3R_18__jxpath_1f_jj_3R_18_line1897,m07,1,2,88,False
jxpath_1f_jj_3R_19__line3419_3440,qwen2.5-coder:14b,batch06__JxPath_1__jj_3R_19__jxpath_1f_jj_3R_19_line3419,m01,1,85,136,False
jxpath_1f_jj_3R_19__line3419_3440,qwen2.5-coder:14b,batch06__JxPath_1__jj_3R_19__jxpath_1f_jj_3R_19_line3419,m02,0,0,136,n/a
