run_name,run_dir,created_at_utc,started_at_utc,completed_at_utc,run_mode,run_status,failure_reason,failure_message,dataset,subject_id,version,target_id,target_id_meta,batch_id,run_group_id,run_index_for_target,runs_per_target,function_name,file_path,start_line,end_line,language,experiment_name,mutant_source,model_name,model_provider,prompt_name,prompt_version,temperature,n_requested_mutants,n_accepted_mutants,n_rejected_mutants,acceptance_rate,rej_duplicate_mutant,rej_unchanged_mutant,rej_non_executable_change,rej_non_executable_structural_change,rej_precode_not_found,rej_ambiguous_precode_match,rej_missing_or_invalid_aftercode,rej_missing_or_invalid_precode,generation_mode,dataset_split,missing_target_tests_policy,target_test_coverage_status,eligible_test_count,target_tests_csv_path,parsed_mutants_integrity,loaded_mutant_count,recovered_mutant_count,missing_mutant_count,notes,requested_mutant_count,indexed_input_row_count,indexed_used_row_count,deduplicated,total_mutants,build_successes,executable_mutants,killed_mutants,survived_mutants,baseline_failures,build_success_rate,executable_yield,mutation_score,parse_failed,parse_error_message,rej_invalid_json_response,indexed_rejected_artifact_count,target_run_count,new_mutants_for_target_in_run,repeated_mutants_from_prior_runs,cumulative_unique_mutants_for_target
batch16__Csv_2__nextRecord__csv_2f_nextRecord_line183,harness/executions/java/llm/16/batch16__Csv_2__nextRecord__csv_2f_nextRecord_line183,2026-07-13T13:39:28.552073+00:00,2026-07-13T13:39:08.327600+00:00,2026-07-13T13:39:28.897348+00:00,overwrite,failure,invalid_json_response,"Failed to parse extracted JSON object: Expecting ',' delimiter: line 7 column 56 (char 243)",defects4j,Csv_2,f,csv_2f_nextRecord__line183_222,csv_2f_nextRecord__line183,batch16,batch16__csv_2f_nextRecord_line183,1,1,nextRecord,src/main/java/org/apache/commons/csv/CSVParser.java,183,222,java,batch16__Csv_2__nextRecord__csv_2f_nextRecord_line183,llm,deepseek-coder-v2:16b,ollama,line_edit_prompt_v1,v1,0.8,16,0,16,0,0,0,0,0,0,0,,,batch_once,,,,,,,,,,"Failed to parse extracted JSON object: Expecting ',' delimiter: line 7 column 56 (char 243)",16,,,,,,,,,,,,,True,"Failed to parse extracted JSON object: Expecting ',' delimiter: line 7 column 56 (char 243)",1,0,6,0,0,0
batch16__Csv_2__parseEncapsulatedToken__csv_2f_parseEncapsulatedToken_line198,harness/executions/java/llm/16/batch16__Csv_2__parseEncapsulatedToken__csv_2f_parseEncapsulatedToken_line198,2026-07-13T13:38:24.458395+00:00,2026-07-13T13:38:05.866902+00:00,2026-07-13T13:38:24.752814+00:00,overwrite,failure,invalid_json_response,"Failed to parse extracted JSON object: Expecting ',' delimiter: line 77 column 75 (char 2605)",defects4j,Csv_2,f,csv_2f_parseEncapsulatedToken__line198_242,csv_2f_parseEncapsulatedToken__line198,batch16,batch16__csv_2f_parseEncapsulatedToken_line198,1,1,parseEncapsulatedToken,src/main/java/org/apache/commons/csv/CSVLexer.java,198,242,java,batch16__Csv_2__parseEncapsulatedToken__csv_2f_parseEncapsulatedToken_line198,llm,deepseek-coder-v2:16b,ollama,line_edit_prompt_v1,v1,0.8,16,0,16,0,0,0,0,0,0,0,,,batch_once,,,,,,,,,,"Failed to parse extracted JSON object: Expecting ',' delimiter: line 77 column 75 (char 2605)",16,,,,,,,,,,,,,True,"Failed to parse extracted JSON object: Expecting ',' delimiter: line 77 column 75 (char 2605)",1,0,6,0,0,0
batch16__Csv_2__parseSimpleToken__csv_2f_parseSimpleToken_line149,harness/executions/java/llm/16/batch16__Csv_2__parseSimpleToken__csv_2f_parseSimpleToken_line149,2026-07-13T13:39:45.083337+00:00,2026-07-13T13:39:29.009931+00:00,2026-07-13T13:39:45.083318+00:00,overwrite,generated,,,defects4j,Csv_2,f,csv_2f_parseSimpleToken__line149_176,csv_2f_parseSimpleToken__line149,batch16,batch16__csv_2f_parseSimpleToken_line149,1,1,parseSimpleToken,src/main/java/org/apache/commons/csv/CSVLexer.java,149,176,java,batch16__Csv_2__parseSimpleToken__csv_2f_parseSimpleToken_line149,llm,deepseek-coder-v2:16b,ollama,line_edit_prompt_v1,v1,0.8,16,12,4,0.75,0,0,0,4,0,0,,,batch_once,,,,,,,,,,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,12,,,,,,,,,,,,,False,,0,4,6,0,0,0
batch16__Csv_3__readEscape__csv_3f_readEscape_line87,harness/executions/java/llm/16/batch16__Csv_3__readEscape__csv_3f_readEscape_line87,2026-07-13T13:38:05.476600+00:00,2026-07-13T13:37:47.191841+00:00,2026-07-13T13:38:05.476573+00:00,overwrite,generated,,,defects4j,Csv_3,f,csv_3f_readEscape__line87_117,csv_3f_readEscape__line87,batch16,batch16__csv_3f_readEscape_line87,1,1,readEscape,src/main/java/org/apache/commons/csv/Lexer.java,87,117,java,batch16__Csv_3__readEscape__csv_3f_readEscape_line87,llm,deepseek-coder-v2:16b,ollama,line_edit_prompt_v1,v1,0.8,16,10,6,0.625,6,0,0,0,0,0,,,batch_once,,,,,,,,,,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,10,,,,,,,,,,,,,False,,0,6,6,0,0,0
batch16__Csv_3__validate__csv_3f_validate_line171,harness/executions/java/llm/16/batch16__Csv_3__validate__csv_3f_validate_line171,2026-07-13T13:40:06.309412+00:00,2026-07-13T13:39:45.427735+00:00,2026-07-13T13:40:06.309388+00:00,overwrite,generated,,,defects4j,Csv_3,f,csv_3f_validate__line171_200,csv_3f_validate__line171,batch16,batch16__csv_3f_validate_line171,1,1,validate,src/main/java/org/apache/commons/csv/CSVFormat.java,171,200,java,batch16__Csv_3__validate__csv_3f_validate_line171,llm,deepseek-coder-v2:16b,ollama,line_edit_prompt_v1,v1,0.8,16,6,10,0.375,6,0,0,2,0,0,,,batch_once,,,,,,,,,,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,6,,,,,,,,,,,,,False,,0,10,6,0,0,0
batch16__Csv_4__equals__csv_4f_equals_line313,harness/executions/java/llm/16/batch16__Csv_4__equals__csv_4f_equals_line313,2026-07-13T13:37:23.065752+00:00,2026-07-13T13:37:01.781621+00:00,2026-07-13T13:37:23.065728+00:00,overwrite,generated,,,defects4j,Csv_4,f,csv_4f_equals__line313_370,csv_4f_equals__line313,batch16,batch16__csv_4f_equals_line313,1,1,equals,src/main/java/org/apache/commons/csv/CSVFormat.java,313,370,java,batch16__Csv_4__equals__csv_4f_equals_line313,llm,deepseek-coder-v2:16b,ollama,line_edit_prompt_v1,v1,0.8,16,13,3,0.8125,2,0,0,1,0,0,,,batch_once,,,,,,,,,,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,13,,,,,,,,,,,,,False,,0,3,6,0,0,0
batch16__Csv_4__nextToken__csv_4f_nextToken_line82,harness/executions/java/llm/16/batch16__Csv_4__nextToken__csv_4f_nextToken_line82,2026-07-13T13:37:01.410360+00:00,2026-07-13T13:36:40.300615+00:00,2026-07-13T13:37:01.410341+00:00,overwrite,generated,,,defects4j,Csv_4,f,csv_4f_nextToken__line82_164,csv_4f_nextToken__line82,batch16,batch16__csv_4f_nextToken_line82,1,1,nextToken,src/main/java/org/apache/commons/csv/Lexer.java,82,164,java,batch16__Csv_4__nextToken__csv_4f_nextToken_line82,llm,deepseek-coder-v2:16b,ollama,line_edit_prompt_v1,v1,0.8,16,10,6,0.625,2,0,0,0,0,0,,,batch_once,,,,,,,,,,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,10,,,,,,,,,,,,,False,,0,6,6,0,0,0
batch16__Csv_4__parseEncapsulatedToken__csv_4f_parseEncapsulatedToken_line239,harness/executions/java/llm/16/batch16__Csv_4__parseEncapsulatedToken__csv_4f_parseEncapsulatedToken_line239,2026-07-13T13:37:46.765456+00:00,2026-07-13T13:37:23.470479+00:00,2026-07-13T13:37:47.099165+00:00,overwrite,failure,invalid_json_response,Failed to locate a JSON object in LLM output,defects4j,Csv_4,f,csv_4f_parseEncapsulatedToken__line239_288,csv_4f_parseEncapsulatedToken__line239,batch16,batch16__csv_4f_parseEncapsulatedToken_line239,1,1,parseEncapsulatedToken,src/main/java/org/apache/commons/csv/Lexer.java,239,288,java,batch16__Csv_4__parseEncapsulatedToken__csv_4f_parseEncapsulatedToken_line239,llm,deepseek-coder-v2:16b,ollama,line_edit_prompt_v1,v1,0.8,16,0,16,0,0,0,0,0,0,0,,,batch_once,,,,,,,,,,Failed to locate a JSON object in LLM output,16,,,,,,,,,,,,,True,Failed to locate a JSON object in LLM output,1,0,6,0,0,0
batch16__Csv_4__parseSimpleToken__csv_4f_parseSimpleToken_line185,harness/executions/java/llm/16/batch16__Csv_4__parseSimpleToken__csv_4f_parseSimpleToken_line185,2026-07-13T13:39:07.937339+00:00,2026-07-13T13:38:45.993641+00:00,2026-07-13T13:39:07.937315+00:00,overwrite,generated,,,defects4j,Csv_4,f,csv_4f_parseSimpleToken__line185_217,csv_4f_parseSimpleToken__line185,batch16,batch16__csv_4f_parseSimpleToken_line185,1,1,parseSimpleToken,src/main/java/org/apache/commons/csv/Lexer.java,185,217,java,batch16__Csv_4__parseSimpleToken__csv_4f_parseSimpleToken_line185,llm,deepseek-coder-v2:16b,ollama,line_edit_prompt_v1,v1,0.8,16,9,7,0.5625,5,0,0,2,0,0,,,batch_once,,,,,,,,,,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,9,,,,,,,,,,,,,False,,0,7,6,0,0,0
batch16__Gson_11__doPeek__gson_11f_doPeek_line461,harness/executions/java/llm/16/batch16__Gson_11__doPeek__gson_11f_doPeek_line461,2026-07-13T13:42:25.538149+00:00,2026-07-13T13:42:05.875514+00:00,2026-07-13T13:42:25.841324+00:00,overwrite,failure,invalid_json_response,"Failed to parse extracted JSON object: Expecting ',' delimiter: line 49 column 26 (char 1892)",defects4j,Gson_11,f,gson_11f_doPeek__line461_515,gson_11f_doPeek__line461,batch16,batch16__gson_11f_doPeek_line461,1,1,doPeek,gson/src/main/java/com/google/gson/stream/JsonReader.java,461,515,java,batch16__Gson_11__doPeek__gson_11f_doPeek_line461,llm,deepseek-coder-v2:16b,ollama,line_edit_prompt_v1,v1,0.8,16,0,16,0,0,0,0,0,0,0,,,batch_once,,,,,,,,,,"Failed to parse extracted JSON object: Expecting ',' delimiter: line 49 column 26 (char 1892)",16,,,,,,,,,,,,,True,"Failed to parse extracted JSON object: Expecting ',' delimiter: line 49 column 26 (char 1892)",1,0,6,0,0,0
batch16__Gson_11__nextUnquotedValue__gson_11f_nextUnquotedValue_line1025,harness/executions/java/llm/16/batch16__Gson_11__nextUnquotedValue__gson_11f_nextUnquotedValue_line1025,2026-07-13T13:41:48.203557+00:00,2026-07-13T13:41:27.520819+00:00,2026-07-13T13:41:48.203534+00:00,overwrite,generated,,,defects4j,Gson_11,f,gson_11f_nextUnquotedValue__line1025_1085,gson_11f_nextUnquotedValue__line1025,batch16,batch16__gson_11f_nextUnquotedValue_line1025,1,1,nextUnquotedValue,gson/src/main/java/com/google/gson/stream/JsonReader.java,1025,1085,java,batch16__Gson_11__nextUnquotedValue__gson_11f_nextUnquotedValue_line1025,llm,deepseek-coder-v2:16b,ollama,line_edit_prompt_v1,v1,0.8,16,15,1,0.9375,0,0,0,1,0,0,,,batch_once,,,,,,,,,,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,15,,,,,,,,,,,,,False,,0,1,6,0,0,0
batch16__Gson_11__skipValue__gson_11f_skipValue_line1219,harness/executions/java/llm/16/batch16__Gson_11__skipValue__gson_11f_skipValue_line1219,2026-07-13T13:43:28.149770+00:00,2026-07-13T13:43:10.524287+00:00,2026-07-13T13:43:28.438628+00:00,overwrite,failure,invalid_json_response,Failed to parse extracted JSON object: Expecting property name enclosed in double quotes: line 26 column 7 (char 833),defects4j,Gson_11,f,gson_11f_skipValue__line1219_1253,gson_11f_skipValue__line1219,batch16,batch16__gson_11f_skipValue_line1219,1,1,skipValue,gson/src/main/java/com/google/gson/stream/JsonReader.java,1219,1253,java,batch16__Gson_11__skipValue__gson_11f_skipValue_line1219,llm,deepseek-coder-v2:16b,ollama,line_edit_prompt_v1,v1,0.8,16,0,16,0,0,0,0,0,0,0,,,batch_once,,,,,,,,,,Failed to parse extracted JSON object: Expecting property name enclosed in double quotes: line 26 column 7 (char 833),16,,,,,,,,,,,,,True,Failed to parse extracted JSON object: Expecting property name enclosed in double quotes: line 26 column 7 (char 833),1,0,6,0,0,0
batch16__Gson_1__extractTypeForHierarchy__gson_1f_extractTypeForHierarchy_line117,harness/executions/java/llm/16/batch16__Gson_1__extractTypeForHierarchy__gson_1f_extractTypeForHierarchy_line117,2026-07-13T13:44:26.075396+00:00,2026-07-13T13:44:08.653871+00:00,2026-07-13T13:44:26.075372+00:00,overwrite,generated,,,defects4j,Gson_1,f,gson_1f_extractTypeForHierarchy__line117_153,gson_1f_extractTypeForHierarchy__line117,batch16,batch16__gson_1f_extractTypeForHierarchy_line117,1,1,extractTypeForHierarchy,gson/src/main/java/com/google/gson/TypeInfoFactory.java,117,153,java,batch16__Gson_1__extractTypeForHierarchy__gson_1f_extractTypeForHierarchy_line117,llm,deepseek-coder-v2:16b,ollama,line_edit_prompt_v1,v1,0.8,16,13,3,0.8125,0,0,0,3,0,0,,,batch_once,,,,,,,,,,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,13,,,,,,,,,,,,,False,,0,3,6,0,0,0
batch16__Gson_1__nextLiteral__gson_1f_nextLiteral_line971,harness/executions/java/llm/16/batch16__Gson_1__nextLiteral__gson_1f_nextLiteral_line971,2026-07-13T13:42:48.042276+00:00,2026-07-13T13:42:25.954764+00:00,2026-07-13T13:42:48.042251+00:00,overwrite,generated,,,defects4j,Gson_1,f,gson_1f_nextLiteral__line971_1016,gson_1f_nextLiteral__line971,batch16,batch16__gson_1f_nextLiteral_line971,1,1,nextLiteral,gson/src/main/java/com/google/gson/stream/JsonReader.java,971,1016,java,batch16__Gson_1__nextLiteral__gson_1f_nextLiteral_line971,llm,deepseek-coder-v2:16b,ollama,line_edit_prompt_v1,v1,0.8,16,2,14,0.125,0,0,0,14,0,0,,,batch_once,,,,,,,,,,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,2,,,,,,,,,,,,,False,,0,14,6,0,0,0
batch16__Gson_1__write__gson_1f_write_line86,harness/executions/java/llm/16/batch16__Gson_1__write__gson_1f_write_line86,2026-07-13T13:44:08.229183+00:00,2026-07-13T13:43:49.126030+00:00,2026-07-13T13:44:08.229158+00:00,overwrite,generated,,,defects4j,Gson_1,f,gson_1f_write__line86_130,gson_1f_write__line86,batch16,batch16__gson_1f_write_line86,1,1,write,gson/src/main/java/com/google/gson/Streams.java,86,130,java,batch16__Gson_1__write__gson_1f_write_line86,llm,deepseek-coder-v2:16b,ollama,line_edit_prompt_v1,v1,0.8,16,12,4,0.75,0,0,0,4,0,0,,,batch_once,,,,,,,,,,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,12,,,,,,,,,,,,,False,,0,4,6,0,0,0
batch16__Gson_2__equals__gson_2f_equals_line160,harness/executions/java/llm/16/batch16__Gson_2__equals__gson_2f_equals_line160,2026-07-13T13:42:05.463362+00:00,2026-07-13T13:41:48.649647+00:00,2026-07-13T13:42:05.463339+00:00,overwrite,generated,,,defects4j,Gson_2,f,gson_2f_equals__line160_213,gson_2f_equals__line160,batch16,batch16__gson_2f_equals_line160,1,1,equals,gson/src/main/java/com/google/gson/internal/$Gson$Types.java,160,213,java,batch16__Gson_2__equals__gson_2f_equals_line160,llm,deepseek-coder-v2:16b,ollama,line_edit_prompt_v1,v1,0.8,16,8,8,0.5,4,0,0,4,0,0,,,batch_once,,,,,,,,,,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,8,,,,,,,,,,,,,False,,0,8,6,0,0,0
batch16__Gson_2__newDefaultImplementationConstructor__gson_2f_newDefaultImplementationConstructor_line127,harness/executions/java/llm/16/batch16__Gson_2__newDefaultImplementationConstructor__gson_2f_newDefaultImplementationConstructor_line127,2026-07-13T13:43:48.743160+00:00,2026-07-13T13:43:28.550788+00:00,2026-07-13T13:43:49.013905+00:00,overwrite,failure,invalid_json_response,Failed to parse extracted JSON object: Expecting property name enclosed in double quotes: line 54 column 7 (char 2072),defects4j,Gson_2,f,gson_2f_newDefaultImplementationConstructor__line127_198,gson_2f_newDefaultImplementationConstructor__line127,batch16,batch16__gson_2f_newDefaultImplementationConstructor_line127,1,1,newDefaultImplementationConstructor,gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java,127,198,java,batch16__Gson_2__newDefaultImplementationConstructor__gson_2f_newDefaultImplementationConstructor_line127,llm,deepseek-coder-v2:16b,ollama,line_edit_prompt_v1,v1,0.8,16,0,16,0,0,0,0,0,0,0,,,batch_once,,,,,,,,,,Failed to parse extracted JSON object: Expecting property name enclosed in double quotes: line 54 column 7 (char 2072),16,,,,,,,,,,,,,True,Failed to parse extracted JSON object: Expecting property name enclosed in double quotes: line 54 column 7 (char 2072),1,0,6,0,0,0
batch16__Gson_2__parse__gson_2f_parse_line140,harness/executions/java/llm/16/batch16__Gson_2__parse__gson_2f_parse_line140,2026-07-13T13:43:10.115471+00:00,2026-07-13T13:42:48.490350+00:00,2026-07-13T13:43:10.115447+00:00,overwrite,generated,,,defects4j,Gson_2,f,gson_2f_parse__line140_234,gson_2f_parse__line140,batch16,batch16__gson_2f_parse_line140,1,1,parse,extras/src/main/java/com/google/gson/typeadapters/UtcDateTypeAdapter.java,140,234,java,batch16__Gson_2__parse__gson_2f_parse_line140,llm,deepseek-coder-v2:16b,ollama,line_edit_prompt_v1,v1,0.8,16,14,2,0.875,0,0,0,2,0,0,,,batch_once,,,,,,,,,,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,14,,,,,,,,,,,,,False,,0,2,6,0,0,0
batch16__Gson_2__peek__gson_2f_peek_line86,harness/executions/java/llm/16/batch16__Gson_2__peek__gson_2f_peek_line86,2026-07-13T13:41:06.877333+00:00,2026-07-13T13:40:49.201376+00:00,2026-07-13T13:41:06.877307+00:00,overwrite,generated,,,defects4j,Gson_2,f,gson_2f_peek__line86_127,gson_2f_peek__line86,batch16,batch16__gson_2f_peek_line86,1,1,peek,gson/src/main/java/com/google/gson/internal/bind/JsonTreeReader.java,86,127,java,batch16__Gson_2__peek__gson_2f_peek_line86,llm,deepseek-coder-v2:16b,ollama,line_edit_prompt_v1,v1,0.8,16,6,10,0.375,0,1,0,9,0,0,,,batch_once,,,,,,,,,,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,6,,,,,,,,,,,,,False,,0,10,6,0,0,0
batch16__Gson_2__rebalance__gson_2f_rebalance_line338,harness/executions/java/llm/16/batch16__Gson_2__rebalance__gson_2f_rebalance_line338,2026-07-13T13:41:27.093154+00:00,2026-07-13T13:41:07.290974+00:00,2026-07-13T13:41:27.093129+00:00,overwrite,generated,,,defects4j,Gson_2,f,gson_2f_rebalance__line338_396,gson_2f_rebalance__line338,batch16,batch16__gson_2f_rebalance_line338,1,1,rebalance,gson/src/main/java/com/google/gson/internal/LinkedHashTreeMap.java,338,396,java,batch16__Gson_2__rebalance__gson_2f_rebalance_line338,llm,deepseek-coder-v2:16b,ollama,line_edit_prompt_v1,v1,0.8,16,5,11,0.3125,4,0,0,4,0,0,,,batch_once,,,,,,,,,,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,5,,,,,,,,,,,,,False,,0,11,6,0,0,0
batch16__Gson_2__resolve__gson_2f_resolve_line324,harness/executions/java/llm/16/batch16__Gson_2__resolve__gson_2f_resolve_line324,2026-07-13T13:40:48.796026+00:00,2026-07-13T13:40:29.373797+00:00,2026-07-13T13:40:48.796003+00:00,overwrite,generated,,,defects4j,Gson_2,f,gson_2f_resolve__line324_394,gson_2f_resolve__line324,batch16,batch16__gson_2f_resolve_line324,1,1,resolve,gson/src/main/java/com/google/gson/internal/$Gson$Types.java,324,394,java,batch16__Gson_2__resolve__gson_2f_resolve_line324,llm,deepseek-coder-v2:16b,ollama,line_edit_prompt_v1,v1,0.8,16,6,10,0.375,0,0,0,9,0,0,,,batch_once,,,,,,,,,,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,6,,,,,,,,,,,,,False,,0,10,6,0,0,0
batch16__JacksonCore_1__isNextTokenNameYes__jacksoncore_1f_isNextTokenNameYes_line902,harness/executions/java/llm/16/batch16__JacksonCore_1__isNextTokenNameYes__jacksoncore_1f_isNextTokenNameYes_line902,2026-07-13T13:45:36.737091+00:00,2026-07-13T13:45:13.648763+00:00,2026-07-13T13:45:36.737066+00:00,overwrite,generated,,,defects4j,JacksonCore_1,f,jacksoncore_1f__isNextTokenNameYes__line902_972,jacksoncore_1f__isNextTokenNameYes__line902,batch16,batch16__jacksoncore_1f_isNextTokenNameYes_line902,1,1,_isNextTokenNameYes,src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,902,972,java,batch16__JacksonCore_1__isNextTokenNameYes__jacksoncore_1f_isNextTokenNameYes_line902,llm,deepseek-coder-v2:16b,ollama,line_edit_prompt_v1,v1,0.8,16,5,11,0.3125,1,0,0,7,0,0,,,batch_once,,,,,,,,,,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,5,,,,,,,,,,,,,False,,0,11,6,0,0,0
batch16__JacksonCore_1__skipColon__jacksoncore_1f_skipColon_line2527,harness/executions/java/llm/16/batch16__JacksonCore_1__skipColon__jacksoncore_1f_skipColon_line2527,2026-07-13T13:47:55.258492+00:00,2026-07-13T13:47:34.437869+00:00,2026-07-13T13:47:55.258468+00:00,overwrite,generated,,,defects4j,JacksonCore_1,f,jacksoncore_1f__skipColon__line2527_2597,jacksoncore_1f__skipColon__line2527,batch16,batch16__jacksoncore_1f_skipColon_line2527,1,1,_skipColon,src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,2527,2597,java,batch16__JacksonCore_1__skipColon__jacksoncore_1f_skipColon_line2527,llm,deepseek-coder-v2:16b,ollama,line_edit_prompt_v1,v1,0.8,16,9,7,0.5625,2,0,0,0,0,0,,,batch_once,,,,,,,,,,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,9,,,,,,,,,,,,,False,,0,7,6,0,0,0
batch16__JacksonCore_1__writeSimpleObject__jacksoncore_1f_writeSimpleObject_line465,harness/executions/java/llm/16/batch16__JacksonCore_1__writeSimpleObject__jacksoncore_1f_writeSimpleObject_line465,2026-07-13T13:47:10.843727+00:00,2026-07-13T13:46:51.317261+00:00,2026-07-13T13:47:11.133849+00:00,overwrite,failure,invalid_json_response,"Failed to parse extracted JSON object: Expecting ',' delimiter: line 105 column 48 (char 3345)",defects4j,JacksonCore_1,f,jacksoncore_1f__writeSimpleObject__line465_528,jacksoncore_1f__writeSimpleObject__line465,batch16,batch16__jacksoncore_1f_writeSimpleObject_line465,1,1,_writeSimpleObject,src/main/java/com/fasterxml/jackson/core/base/GeneratorBase.java,465,528,java,batch16__JacksonCore_1__writeSimpleObject__jacksoncore_1f_writeSimpleObject_line465,llm,deepseek-coder-v2:16b,ollama,line_edit_prompt_v1,v1,0.8,16,0,16,0,0,0,0,0,0,0,,,batch_once,,,,,,,,,,"Failed to parse extracted JSON object: Expecting ',' delimiter: line 105 column 48 (char 3345)",16,,,,,,,,,,,,,True,"Failed to parse extracted JSON object: Expecting ',' delimiter: line 105 column 48 (char 3345)",1,0,6,0,0,0
batch16__JacksonCore_22__finishToken__jacksoncore_22f_finishToken_line218,harness/executions/java/llm/16/batch16__JacksonCore_22__finishToken__jacksoncore_22f_finishToken_line218,2026-07-13T13:48:45.081062+00:00,2026-07-13T13:48:18.490776+00:00,2026-07-13T13:48:45.081035+00:00,overwrite,generated,,,defects4j,JacksonCore_22,f,jacksoncore_22f__finishToken__line218_293,jacksoncore_22f__finishToken__line218,batch16,batch16__jacksoncore_22f_finishToken_line218,1,1,_finishToken,src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,218,293,java,batch16__JacksonCore_22__finishToken__jacksoncore_22f_finishToken_line218,llm,deepseek-coder-v2:16b,ollama,line_edit_prompt_v1,v1,0.8,16,9,7,0.5625,0,0,0,0,0,0,,,batch_once,,,,,,,,,,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,9,,,,,,,,,,,,,False,,0,7,6,0,0,0
batch16__JacksonCore_22__parseAposName__jacksoncore_22f_parseAposName_line1696,harness/executions/java/llm/16/batch16__JacksonCore_22__parseAposName__jacksoncore_22f_parseAposName_line1696,2026-07-13T13:46:31.270193+00:00,2026-07-13T13:46:04.838966+00:00,2026-07-13T13:46:31.270168+00:00,overwrite,generated,,,defects4j,JacksonCore_22,f,jacksoncore_22f__parseAposName__line1696_1793,jacksoncore_22f__parseAposName__line1696,batch16,batch16__jacksoncore_22f_parseAposName_line1696,1,1,_parseAposName,src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,1696,1793,java,batch16__JacksonCore_22__parseAposName__jacksoncore_22f_parseAposName_line1696,llm,deepseek-coder-v2:16b,ollama,line_edit_prompt_v1,v1,0.8,16,15,1,0.9375,1,0,0,0,0,0,,,batch_once,,,,,,,,,,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,15,,,,,,,,,,,,,False,,0,1,6,0,0,0
batch16__JacksonCore_22__parseAposName__jacksoncore_22f_parseAposName_line2054,harness/executions/java/llm/16/batch16__JacksonCore_22__parseAposName__jacksoncore_22f_parseAposName_line2054,2026-07-13T13:46:04.442167+00:00,2026-07-13T13:45:37.139358+00:00,2026-07-13T13:46:04.728664+00:00,overwrite,failure,invalid_json_response,Failed to parse extracted JSON object: Invalid \escape: line 28 column 30 (char 1213),defects4j,JacksonCore_22,f,jacksoncore_22f__parseAposName__line2054_2153,jacksoncore_22f__parseAposName__line2054,batch16,batch16__jacksoncore_22f_parseAposName_line2054,1,1,_parseAposName,src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,2054,2153,java,batch16__JacksonCore_22__parseAposName__jacksoncore_22f_parseAposName_line2054,llm,deepseek-coder-v2:16b,ollama,line_edit_prompt_v1,v1,0.8,16,0,16,0,0,0,0,0,0,0,,,batch_once,,,,,,,,,,Failed to parse extracted JSON object: Invalid \escape: line 28 column 30 (char 1213),16,,,,,,,,,,,,,True,Failed to parse extracted JSON object: Invalid \escape: line 28 column 30 (char 1213),1,0,6,0,0,0
